收费门架编号,门架名称,门架类型,门架种类,省界入/出口标识,纬度,经度,使用状态,门架HEX字符串,反向门架HEX字符串
G000337004002020010,国际医学中心虚-国际医学中心门架,路段收费门架,虚拟门架,,36.6804195,116.873738,在用,3D0708,3C0707
G000337004002110010,济南西-济南西虚门架,路段收费门架,虚拟门架,,36.65255887,116.8875603,在用,3C0709,3D070A
G000337004002220010,济南西虚-济南西门架,路段收费门架,虚拟门架,,36.65233624,116.8873968,在用,3D070A,3C0709
G000337004002310010,崮山-崮山虚门架,路段收费门架,虚拟门架,,36.55159885,116.847338,在用,3C070B,3D070C
G000337004002420010,崮山虚-崮山门架,路段收费门架,虚拟门架,,36.5517552,116.847284,在用,3D070C,3C070B
G000337004002510010,万德-万德虚门架,路段收费门架,虚拟门架,,36.34843307,116.9112412,在用,3C070D,3D070E
G000337004002620010,万德虚-万德门架,路段收费门架,虚拟门架,,36.34836316,116.9112393,在用,3D070E,3C070D
G000337004002710010,天桥-天桥虚收费门架,路段收费门架,虚拟门架,,36.72005204,116.9286496,在用,3C071E,3D071D
G000337004002720010,天桥虚-天桥收费门架,路段收费门架,虚拟门架,,36.71983378,116.9281913,在用,3D071D,3C071E
G000337004002810010,济南北-济南北虚收费门架,路段收费门架,虚拟门架,,36.71143785,117.0212757,在用,3C0720,3D071F
G000337004002820010,济南北虚-济南北收费门架,路段收费门架,虚拟门架,,36.71143964,117.0209069,在用,3D071F,3C0720
G000337004002910010,济南-济南虚收费门架,路段收费门架,虚拟门架,,36.73068116,117.0478804,在用,3C0D19,3D0D18
G000337004002920010,济南虚-济南收费门架,路段收费门架,虚拟门架,,36.7248602,117.0366959,在用,3D0D18,3C0D19
G000337005000110010,平原南虚-禹城虚收费门架,路段收费门架,实体门架,,37.117546,116.585279,备用,3C0609,3D0611
G000337005000310020,齐河北枢纽-齐河门架,路段收费门架,实体门架,,36.852945,116.77069,备用,3C0B1F,3D0610
G000337005000410010,齐河-晏城枢纽门架,路段收费门架,实体门架,,36.827506,116.786516,备用,3C060B,3D060C
G000337005000510030,晏城枢纽-齐河生态城门架,路段收费门架,虚拟门架,,36.759196,116.840769,停用,3C060A,3D0607
G000337005000610010,齐河生态城-黄河二桥起点门架,路段收费门架,虚拟门架,,36.747262,116.852058,停用,3C060D,3D0608
G000337005000720010,黄河二桥起点-齐河生态城门架,路段收费门架,虚拟门架,,36.747262,116.852273,停用,3D0608,3C060D
G000337005000820040,齐河生态城-晏城枢纽门架,路段收费门架,虚拟门架,,36.75926,116.84086,停用,3D0607,3C060A
G000337005000920010,晏城枢纽-齐河门架,路段收费门架,实体门架,,36.82704,116.787281,备用,3D060C,3C060B
G000337005001020050,齐河-齐河北枢纽门架,路段收费门架,实体门架,,36.852368,116.771411,备用,3D0610,3C0B1F
G000237011001010010,济阳北-济阳北虚收费门架,路段收费门架,虚拟门架,,37.06681524,117.0371462,在用,3C541A,3D5419
G000237011001020010,济阳北虚-济阳北收费门架,路段收费门架,虚拟门架,,37.06682865,117.0374054,在用,3D5419,3C541A
G000237012000310030,莱芜东-莱芜南门架,路段收费门架,实体门架,,36.188831,117.724686,在用,3C3A01,3D3A02
G000237012001020100,莱芜南-莱芜东门架,路段收费门架,实体门架,,36.188207,117.718542,在用,3D3A02,3C3A01
G000237012001710010,莱芜南-莱芜南虚收费门架,路段收费门架,虚拟门架,,36.18341003,117.6985084,在用,3C3A0E,3D3A0D
G000237012001720010,莱芜南虚-莱芜南收费门架,路段收费门架,虚拟门架,,36.18360501,117.6985131,在用,3D3A0D,3C3A0E
G000237013000410040,化马湾-新泰西门架,路段收费门架,实体门架,,36.054358,117.450024,在用,3C1701,3D1706
G000237013000510050,新泰西-新泰南门架,路段收费门架,实体门架,,35.93553848,117.5439215,在用,3C1702,3D1705
G000237013001220120,新泰南-新泰西门架,路段收费门架,实体门架,,35.93493487,117.5444125,在用,3D1705,3C1702
G000237013001320130,新泰西-化马湾门架,路段收费门架,实体门架,,36.05392279,117.4508213,在用,3D1706,3C1701
G000237013002310010,化马湾-化马湾虚收费门架,路段收费门架,虚拟门架,,36.06675085,117.4333383,在用,3C1721,3D1720
G000237013002320010,化马湾虚-化马湾收费门架,路段收费门架,虚拟门架,,36.06669826,117.4334431,在用,3D1720,3C1721
G000237013002410010,新泰西-新泰西虚收费门架,路段收费门架,虚拟门架,,35.94856051,117.5372684,在用,3C1723,3D1722
G000237013002420010,新泰西虚-新泰西收费门架,路段收费门架,虚拟门架,,35.94847219,117.5372934,在用,3D1722,3C1723
G000237013002510010,新泰南-新泰南虚收费门架,路段收费门架,虚拟门架,,35.84995883,117.6867129,在用,3C1725,3D1724
G000237013002520010,新泰南虚-新泰南收费门架,路段收费门架,虚拟门架,,35.84964311,117.6869,在用,3D1724,3C1725
G000237013002610220,泰新枢纽-徂徕枢纽收费门架,路段收费门架,虚拟门架,,36.125376,117.286951,备用,3C1727,3D1728
G000237013002620230,徂徕枢纽-泰新枢纽收费门架,路段收费门架,虚拟门架,,36.125359,117.289215,备用,3D1728,3C1727
G000237013002710240,徂徕枢纽-化马湾虚收费门架,路段收费门架,虚拟门架,,36.080152,117.411042,备用,3C1729,3D172A
G000237013002720250,化马湾虚-徂徕枢纽收费门架,路段收费门架,虚拟门架,,36.080256,117.411128,备用,3D172A,3C1729
G000237013002810260,新泰南虚-新汶枢纽收费门架,路段收费门架,虚拟门架,,35.844674,117.687393,备用,3C172B,3D172C
G000237013002920270,新汶枢纽-新泰南虚收费门架,路段收费门架,虚拟门架,,35.844783,117.687511,备用,3D172C,3C172B
G000237013003010280,新汶枢纽-博莱枢纽收费门架,路段收费门架,虚拟门架,,35.822501,117.723851,备用,3C172D,3D172E
G000237013003120290,博莱枢纽-新汶枢纽收费门架,路段收费门架,虚拟门架,,35.822575,117.724017,备用,3D172E,3C172D
G000237014000110010,莱芜东-莱芜东虚收费门架,路段收费门架,虚拟门架,,36.203488,117.746322,备用,3C8C01,3D8C02
G000237014000220020,莱芜东虚-莱芜东收费门架,路段收费门架,虚拟门架,,36.203488,117.746322,备用,3D8C02,3C8C01
G000237014000310010,钢城-钢城虚收费门架,路段收费门架,虚拟门架,,36.081081,117.799706,备用,3C8C03,3D8C04
G000237014000420020,钢城虚-钢城收费门架,路段收费门架,虚拟门架,,36.081081,117.799706,备用,3D8C04,3C8C03
G000237014000710010,莱芜枢纽-莱芜东虚收费门架,路段收费门架,实体门架,,36.226735,117.753394,备用,3C8C05,3D8C06
G000237014000820020,莱芜东虚-莱芜枢纽收费门架,路段收费门架,实体门架,,36.22677,117.753673,备用,3D8C06,3C8C05
G000237014000910010,莱芜东虚-钢城枢纽收费门架,路段收费门架,实体门架,,36.177415,117.742586,在用,3C8C07,3D8C08
G000237014001020020,钢城枢纽-莱芜东虚收费门架,路段收费门架,实体门架,,36.176353,117.42481,在用,3D8C08,3C8C07
G000237014001110010,钢城枢纽-钢城虚收费门架,路段收费门架,实体门架,,36.097608,117.787346,在用,3C8C09,3D8C0A
G000237014001220020,钢城虚-钢城枢纽收费门架,路段收费门架,实体门架,,36.097161,117.788177,在用,3D8C0A,3C8C09
G000237014001310010,钢城虚-新泰北虚收费门架,路段收费门架,实体门架,,36.061349,117.7952,在用,3C8C0B,3D8C0C
G000237014001420020,新泰北虚-钢城虚收费门架,路段收费门架,实体门架,,36.060882,117.795727,在用,3D8C0C,3C8C0B
G000237015000110010,新泰北-新泰北虚收费门架,路段收费门架,虚拟门架,,35.935201,117.831541,备用,3C8D01,3D8D02
G000237015000220020,新泰北虚-新泰北收费门架,路段收费门架,虚拟门架,,35.935201,117.831541,备用,3D8D02,3C8D01
G000237015000310010,新泰东-新泰东虚收费门架,路段收费门架,虚拟门架,,35.862263,117.837233,备用,3C8D03,3D8D04
G000237015000420020,新泰东虚-新泰东收费门架,路段收费门架,虚拟门架,,35.862263,117.837233,备用,3D8D04,3C8D03
G000237015000710010,新泰北虚-新泰东虚收费门架,路段收费门架,实体门架,,35.920377,117.827474,在用,3C8D05,3D8D06
G000237015000820020,新泰东虚-新泰北虚收费门架,路段收费门架,实体门架,,35.915022,117.865348,在用,3D8D06,3C8D05
G000237015000910010,新泰东虚-博莱枢纽收费门架,路段收费门架,实体门架,,35.786722,117.808073,停用,3C8D07,3D8D08
G000237015001020020,博莱枢纽-新泰东虚收费门架,路段收费门架,实体门架,,35.786391,117.807971,停用,3D8D08,3C8D07
G000337001000110010,京台鲁冀-德州北枢纽门架,省界收费门架,实体门架,省界入口,37.510053,116.39535,在用,3E0501,3F0506
G000337001000110030,京台鲁冀-德州北枢纽门架,省界收费门架,实体门架,省界入口,37.507896,116.394727,在用,3E0501,3F0506
G000337001000110050,京台鲁冀-德州北枢纽门架,省界收费门架,实体门架,省界入口,37.509803,116.395262,停用,3E0501,3F0506
G000337001000110070,京台鲁冀-德州北枢纽门架,省界收费门架,实体门架,省界入口,37.507864,116.394725,停用,3E0501,3F0506
G000337001000210030,德州北枢纽-德州门架,路段收费门架,实体门架,,37.437788,116.397342,在用,3C050F,3D0516
G000337001000310040,德州-德州南门架,路段收费门架,实体门架,,37.396574,116.386419,在用,3C0517,3D0518
G000337001000510060,平原-平原南门架,路段收费门架,实体门架,,37.146844,116.56249,备用,3C0510,3D0512
G000337001000820090,平原南-平原门架,路段收费门架,实体门架,,37.1439,116.564542,在用,3D0512,3C0510
G000337001001020110,德州南-德州门架,路段收费门架,实体门架,,37.39585,116.386671,在用,3D0518,3C0517
G000337001001120120,德州-德州北枢纽门架,路段收费门架,实体门架,,37.43684,116.397405,在用,3D0516,3C050F
G000337001001220020,德州北枢纽-京台鲁冀门架,省界收费门架,实体门架,省界出口,37.506867,116.394631,在用,3F0506,3E0501
G000337001001220040,德州北枢纽-京台鲁冀门架,省界收费门架,实体门架,省界出口,37.509434,116.395358,在用,3F0506,3E0501
G000337001001220060,德州北枢纽-京台鲁冀门架,省界收费门架,实体门架,省界出口,37.503222,116.393641,停用,3F0506,3E0501
G000337001001220080,德州北枢纽-京台鲁冀门架,省界收费门架,实体门架,省界出口,37.506874,116.394669,停用,3F0506,3E0501
G000337001001310010,德州-德州虚门架,路段收费门架,虚拟门架,,37.4213097,116.3843822,在用,3C0507,3D0508
G000337001001420010,德州虚-德州门架,路段收费门架,虚拟门架,,37.42136548,116.3848004,在用,3D0508,3C0507
G000337001001510010,德州南-德州南虚门架,路段收费门架,虚拟门架,,37.37443612,116.3816841,在用,3C0509,3D050A
G000337001001620010,德州南虚-德州南门架,路段收费门架,虚拟门架,,37.37448724,116.3817058,在用,3D050A,3C0509
G000337001001710010,平原-平原虚门架,路段收费门架,虚拟门架,,37.21640849,116.4918471,在用,3C050B,3D050C
G000337001001820010,平原虚-平原门架,路段收费门架,虚拟门架,,37.21653843,116.4917884,在用,3D050C,3C050B
G000337001001910010,平原南-平原南虚门架,路段收费门架,虚拟门架,,37.12573082,116.569121,在用,3C050D,3D050E
G000337001002020010,平原南虚-平原南门架,路段收费门架,虚拟门架,,37.1257054,116.5690493,在用,3D050E,3C050D
G000337001002110010,德州南虚-孙家集立交收费门架,路段收费门架,虚拟门架,,37.367219,116.387774,在用,3C0519,3D051A
G000337001002120020,孙家集立交-德州南虚收费门架,路段收费门架,虚拟门架,,37.367458,116.387838,在用,3D051A,3C0519
G000337001002210010,孙家集立交-平原虚收费门架,路段收费门架,虚拟门架,,37.236062,116.481007,在用,3C051B,3D051C
G000337001002220020,平原虚-孙家集立交收费门架,路段收费门架,虚拟门架,,37.232878,116.483518,在用,3D051C,3C051B
G000337002000110010,泰山枢纽-满庄门架,路段收费门架,实体门架,,36.050602,117.097777,在用,3C0A0B,3D0A08
G000337002000210020,满庄-宁阳东门架,路段收费门架,实体门架,,36.015761,117.103256,在用,3C0A0C,3D0A07
G000337002000520050,宁阳东-满庄门架,路段收费门架,虚拟门架,,36.015444,117.103541,备用,3D0A07,3C0A0C
G000337002000620060,满庄-泰山枢纽门架,路段收费门架,虚拟门架,,36.049543,117.097985,备用,3D0A08,3C0A0B
G000337002000710010,满庄-满庄虚门架,路段收费门架,虚拟门架,,36.03388608,117.0931598,在用,3C0A01,3D0A02
G000337002000820010,满庄虚-满庄门架,路段收费门架,虚拟门架,,36.03401526,117.0931562,在用,3D0A02,3C0A01
G000337002000910010,宁阳东-宁阳东虚门架,路段收费门架,虚拟门架,,35.91140626,117.0678011,停用,3C0A03,3D0A04
G000337002001020010,宁阳东虚-宁阳东门架,路段收费门架,虚拟门架,,35.91156852,117.0677811,停用,3D0A04,3C0A03
G000337002001110050,宁阳东虚-磁窑枢纽收费门架,路段收费门架,实体门架,,35.876747,117.070555,在用,3C0A12,3D0A13
G000337002001220060,磁窑枢纽-宁阳东虚收费门架,路段收费门架,虚拟门架,,35.876734,117.070759,备用,3D0A13,3C0A12
G001537004000920010,仁兆虚-仁兆收费门架,路段收费门架,虚拟门架,,36.62317772,120.1904269,在用,3D7107,3C7108
G001537004001010010,南村-南村虚收费门架,路段收费门架,虚拟门架,,36.55571823,120.1151571,在用,3C710A,3D7109
G001537004001020010,南村虚-南村收费门架,路段收费门架,虚拟门架,,36.55571841,120.1153036,在用,3D7109,3C710A
G001537005000110010,马店枢纽-沈海胶州门架,路段收费门架,实体门架,,36.25224517,119.9559501,在用,3C7207,3D7208
G001537005000210020,沈海胶州-九龙门架,路段收费门架,实体门架,,36.23773125,119.9570035,在用,3C7209,3D720A
G001537005000310030,九龙-王台门架,路段收费门架,实体门架,,36.15709173,119.9772087,在用,3C720B,3D720C
G001537005000420040,王台-九龙门架,路段收费门架,实体门架,,36.15585574,119.9775709,在用,3D720C,3C720B
G001537005000520050,九龙-沈海胶州门架,路段收费门架,实体门架,,36.23703369,119.9570705,在用,3D720A,3C7209
G001537005000620060,沈海胶州-马店枢纽门架,路段收费门架,实体门架,,36.25166619,119.9562187,在用,3D7208,3C7207
G001537005000710010,沈海胶州-沈海胶州虚收费门架,路段收费门架,虚拟门架,,36.24629368,119.9541594,在用,3C720E,3D720D
G001537005000720010,沈海胶州虚-沈海胶州收费门架,路段收费门架,虚拟门架,,36.24654274,119.9541569,在用,3D720D,3C720E
G001537005000810010,九龙-九龙虚收费门架,路段收费门架,虚拟门架,,36.16681422,119.9780625,在用,3C7210,3D720F
G001537005000820010,九龙虚-九龙收费门架,路段收费门架,虚拟门架,,36.16681715,119.9781995,在用,3D720F,3C7210
G000337005001220010,禹城虚-平原南虚收费门架,路段收费门架,实体门架,,37.115238,116.587564,备用,3D0611,3C0609
G000337005001310010,禹城-禹城虚门架,路段收费门架,虚拟门架,,36.96935454,116.6812477,在用,3C0601,3D0602
G000337005001420010,禹城虚-禹城门架,路段收费门架,虚拟门架,,36.96928793,116.6810498,在用,3D0602,3C0601
G000337005001510010,齐河-齐河虚门架,路段收费门架,虚拟门架,,36.837033,116.768321,在用,3C0603,3D0604
G000337005001620010,齐河虚-齐河门架,路段收费门架,虚拟门架,,36.837033,116.768321,在用,3D0604,3C0603
G000337005001710010,齐河生态城-齐河生态城虚门架,路段收费门架,虚拟门架,,36.74998947,116.8538568,在用,3C0605,3D0606
G000337005001820010,齐河生态城虚-齐河生态城门架,路段收费门架,虚拟门架,,36.74989505,116.853592,在用,3D0606,3C0605
G000337005001910010,禹城虚-禹城东虚收费门架,路段收费门架,实体门架,,36.958883,116.684946,在用,3C0612,3D0613
G000337005001920020,禹城东虚-禹城虚收费门架,路段收费门架,实体门架,,36.95861,116.685423,在用,3D0613,3C0612
G000337005002010030,禹城东虚-齐河北枢纽收费门架,路段收费门架,实体门架,,36.896065,116.72424,在用,3C0614,3D0615
G000337005002020040,齐河北枢纽-禹城东虚收费门架,路段收费门架,实体门架,,36.894187,116.726515,在用,3D0615,3C0614
